INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION,SHELTER CATEGORY: IN IMPROVISED SHELTERS,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS,SHELTER CATEGORY: OPEN AREA GATHERING SITES,SHELTER CATEGORY: UNKNOWN,TOTAL,PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,Alref Village,Rural,Village,2390,478,Khartoum,SD01,SD01005,Karrari,Karrari neighbourhood and villages,2390,0,2390,0,478,0,0,0,0,0,478,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,Rashid Village,Rural,Village,300,60,Khartoum,SD01,SD01005,Karrari,Karrari neighbourhood and villages,300,0,300,0,60,0,0,0,0,0,60,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,Madg,Rural,Village,335,71,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,335,0,335,0,71,0,0,0,0,0,71,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,Doka Town,Urban,Neighbourhood,1545,309,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,1545,0,1545,0,309,0,0,0,0,0,309,Food,Return to location of origin
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Shasheina,Rural,Village,160,32,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,160,0,160,0,32,0,0,0,0,0,32,Food,Move to another location
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Alhemalu Tagaly,Rural,Village,180,36,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,180,0,180,0,36,0,0,0,0,0,36,Food,Move to another location
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Almahal,Rural,Village,30,6,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,30,0,30,0,6,0,0,0,0,0,6,Food,Move to another location
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Wd Daeaf,Rural,Village,525,105,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,525,0,525,0,105,0,0,0,0,0,105,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Jenan,Rural,Village,780,156,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,780,0,780,0,156,0,0,0,0,0,156,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Um Beilil,Rural,Village,450,90,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,450,0,450,0,90,0,0,0,0,0,90,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Al Jana Bara,Rural,Village,295,59,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,295,0,295,0,59,0,0,0,0,0,59,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Tagli,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Alkmadyb,Rural,Village,60,12,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,60,0,60,0,12,0,0,0,0,0,12,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Um Swani,Rural,Village,220,44,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,220,0,220,0,44,0,0,0,0,0,44,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Wd Kabros,Rural,Village,85,17,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,85,0,85,0,17,0,0,0,0,0,17,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Um Shogurat,Rural,Village,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,50,0,50,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Al Tarya,Rural,Village,25,5,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,25,0,25,0,5,0,0,0,0,0,5,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Al Azaza,Rural,Village,340,68,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,340,0,340,0,68,0,0,0,0,0,68,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Alsafara,Rural,Village,95,19,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,95,0,95,0,19,0,0,0,0,0,19,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Aldomat,Rural,Village,80,16,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,80,0,80,0,16,0,0,0,0,0,16,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Abu Marwa,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,100,0,100,0,20,0,0,0,0,0,20,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Sabrna,Rural,Village,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,75,0,75,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Zariqa Albur,Rural,Village,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Al-Mahal Village,Rural,Village,190,38,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,190,0,190,0,38,0,0,0,0,0,38,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Wd Alhlingi Village,Rural,Village,205,41,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,205,0,205,0,41,0,0,0,0,0,41,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Kom Alshita Village,Rural,Village,340,68,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,340,0,340,0,68,0,0,0,0,0,68,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Kassab,Rural,Village,1285,257,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1285,0,1285,0,257,0,0,0,0,0,257,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,Kagra Village,Rural,Village,460,92,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,460,0,460,0,92,0,0,0,0,0,92,Food,Return to location of origin
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12084,Ar Rahad,Bantiom,Rural,Village,55,11,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,55,0,55,0,7,4,0,0,0,0,11,Food,Move to another location
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12084,Ar Rahad,Qarb Alrahd,Rural,Village,215,43,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,215,0,215,0,43,0,0,0,0,0,43,Food,Move to another location
4/15/23,7/12/23,Updated with new information,Gedaref,SD12,SD12084,Ar Rahad,Al Reifi Alshmali,Rural,Village,1295,259,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1295,0,1295,0,155,104,0,0,0,0,259,Food,Move to another location
4/15/23,7/12/23,Updated with new information,Gedaref,SD12,SD12084,Ar Rahad,Al Reifi Aljanoubi,Rural,Village,720,144,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,720,0,720,0,86,58,0,0,0,0,144,Food,Move to another location
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12084,Ar Rahad,Wd Alshaear,Rural,Village,1330,266,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1330,0,1330,0,266,0,0,0,0,0,266,Food,Move to another location
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12084,Ar Rahad,Hai Alhuda (Al Hawata Town),Urban,Neighbourhood,850,170,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,850,0,850,0,170,0,0,0,0,0,170,Food,Move to another location
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12084,Ar Rahad,Hai Alwahda (Al Hawata Town),Urban,Neighbourhood,1700,340,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1700,0,1700,0,340,0,0,0,0,0,340,Food,Move to another location
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12084,Ar Rahad,Hai Alenqaz (Al Hawata Town),Urban,Neighbourhood,1700,340,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1700,0,1700,0,340,0,0,0,0,0,340,Food,Move to another location
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12084,Ar Rahad,Hai Wd Abkr (Al Hawata Town),Urban,Neighbourhood,1700,340,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1700,0,1700,0,340,0,0,0,0,0,340,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12084,Ar Rahad,Alhawata (Al Hawata Town),Urban,Neighbourhood,2550,510,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,2550,0,2550,0,510,0,0,0,0,0,510,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12079,Gala'a Al Nahal,Wadi Alneem,Rural,Village,3747,749,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,3747,0,3747,0,749,0,0,0,0,0,749,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12079,Gala'a Al Nahal,Simsm Mohmed Adam,Rural,Village,1249,250,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1249,0,1249,0,250,0,0,0,0,0,250,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12079,Gala'a Al Nahal,Um Adara,Rural,Village,1249,250,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1249,0,1249,0,250,0,0,0,0,0,250,Food,Return to location of origin
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12082,Al Mafaza,Wasat Elmafaza,Rural,Village,315,63,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,315,0,315,0,38,25,0,0,0,0,63,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12082,Al Mafaza,Abu Rekhim,Rural,Village,3000,600,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,3000,0,3000,0,600,0,0,0,0,0,600,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12082,Al Mafaza,"Al Mafaza, Banat",Urban,Neighbourhood,2550,510,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,2550,0,2550,0,510,0,0,0,0,0,510,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12076,Al Qureisha,Barbar,Rural,Village,1075,215,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1075,0,1075,0,215,0,0,0,0,0,215,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12076,Al Qureisha,Seifao,Rural,Village,65,13,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,65,0,65,0,13,0,0,0,0,0,13,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12076,Al Qureisha,Hai Al Qureisha (Al Qureisha Town),Urban,Neighbourhood,1650,330,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1650,0,1650,0,330,0,0,0,0,0,330,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12076,Al Qureisha,Hai Barbr (Al Qureisha Town),Urban,Neighbourhood,1650,330,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1650,0,1650,0,330,0,0,0,0,0,330,Food,Return to location of origin
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12081,Wasat Al Gedaref,Elaaql,Rural,Village,85,17,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,85,0,85,0,10,7,0,0,0,0,17,Food,Remain in same place
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12081,Wasat Al Gedaref,Um Sanibrah,Rural,Village,110,22,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,110,0,110,0,13,9,0,0,0,0,22,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Wd Omer,Rural,Village,225,45,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Doulsa Shourab,Rural,Village,90,18,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,90,0,90,0,18,0,0,0,0,0,18,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Ed Alteen,Rural,Village,50,10,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,50,0,50,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Al Gdmblya Aljabel,Rural,Village,1870,374,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1870,0,1870,0,374,0,0,0,0,0,374,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Al Gdmblya Al Tourfa,Rural,Village,2400,480,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,2400,0,2400,0,300,180,0,0,0,0,480,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Ghabesha,Rural,Village,700,140,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,700,0,700,0,140,0,0,0,0,0,140,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Abu Alnega,Rural,Village,105,21,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,105,0,105,0,21,0,0,0,0,0,21,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Wd Wdeida,Rural,Village,25,5,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,25,0,25,0,5,0,0,0,0,0,5,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Wd Sanda,Rural,Village,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,115,0,115,0,23,0,0,0,0,0,23,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Gharqana,Rural,Village,1045,209,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,1045,0,1045,0,209,0,0,0,0,0,209,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Um Sanira,Rural,Village,85,17,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,85,0,85,0,17,0,0,0,0,0,17,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Rawashda,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,150,0,150,0,18,12,0,0,0,0,30,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Dolsa Aleraken,Rural,Village,50,10,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,50,0,50,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Waset Al Gedaref Municipality Building,Urban,Neighbourhood,215,43,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,215,0,215,0,43,0,0,0,0,0,43,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Gharqana School,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,75,0,75,0,0,0,0,15,0,0,15,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Al Gdmblya School,Urban,Neighbourhood,140,28,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,140,0,140,0,0,0,0,28,0,0,28,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12081,Wasat Al Gedaref,Um Golga,Rural,Camp,3235,647,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,0,3235,3235,647,0,0,0,0,0,0,647,Food,Remain in same place
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12073,Al Butanah,Butana,Rural,Village,735,147,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,735,0,735,0,88,59,0,0,0,0,147,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12073,Al Butanah,Gealy,Rural,Village,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,115,0,115,0,23,0,0,0,0,0,23,Food,Remain in same place
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12077,Basundah,Jezoly,Rural,Village,225,51,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,225,0,225,0,31,20,0,0,0,0,51,Food,Remain in same place
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12077,Basundah,Alam,Rural,Village,890,178,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,890,0,890,0,107,71,0,0,0,0,178,Food,Remain in same place
4/15/23,7/12/23,New Location,Gedaref,SD12,SD12077,Basundah,Basenga,Rural,Village,3275,655,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,3275,0,3275,0,393,262,0,0,0,0,655,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Tamra,Rural,Village,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,225,0,225,0,45,0,0,0,0,0,45,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Sarf Seed,Rural,Village,365,73,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,365,0,365,0,73,0,0,0,0,0,73,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Otrub,Rural,Village,195,39,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,195,0,195,0,39,0,0,0,0,0,39,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Fazra,Rural,Village,375,75,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,375,0,375,0,75,0,0,0,0,0,75,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Babekry,Rural,Village,800,160,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,800,0,800,0,160,0,0,0,0,0,160,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Wid Kesiba,Rural,Village,1040,208,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1040,0,1040,0,208,0,0,0,0,0,208,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Hai Yaseen Al Jaded (Baundah Town),Urban,Neighbourhood,1600,320,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,1600,0,1600,0,320,0,0,0,0,0,320,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12077,Basundah,Hai Sareb (Baundah Town),Urban,Neighbourhood,1600,320,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,1600,0,1600,0,320,0,0,0,0,0,320,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12073,Al Butanah,Village Guly,Rural,Village,235,47,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,235,0,235,0,47,0,0,0,0,0,47,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12073,Al Butanah,Alsubaq,Rural,Village,160,32,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,160,0,160,0,32,0,0,0,0,0,32,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12073,Al Butanah,Village Aladeed,Rural,Village,60,12,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,60,0,60,0,12,0,0,0,0,0,12,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 6,Urban,Neighbourhood,375,75,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,375,0,375,0,75,0,0,0,0,0,75,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Alshouk Almadina,Urban,Neighbourhood,3685,737,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,3685,0,3685,0,737,0,0,0,0,0,737,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 3,Urban,Neighbourhood,400,80,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,400,0,400,0,80,0,0,0,0,0,80,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 2,Urban,Neighbourhood,525,105,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,525,0,525,0,105,0,0,0,0,0,105,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 1,Urban,Neighbourhood,450,90,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,450,0,450,0,90,0,0,0,0,0,90,Food,Return to location of origin
4/15/23,7/12/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 8,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
4/15/23,7/12/23,Updated with new information,Blue Nile,SD08,SD08107,Ar Rusayris,"Ar Rusayris Town ( Hai Alshargi, Dar Alsalam)",Urban,Neighbourhood,8040,1608,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,8040,0,8040,0,960,648,0,0,0,0,1608,Food,Remain in same place
4/15/23,7/12/23,New Location,Blue Nile,SD08,SD08107,Ar Rusayris,Badus,Urban,Neighbourhood,705,141,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,705,0,705,0,141,0,0,0,0,0,141,Food,Remain in same place
4/15/23,7/12/23,Updated with same information,Blue Nile,SD08,SD08107,Ar Rusayris,Al Azaza,Urban,Neighbourhood,240,48,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,240,0,240,0,31,17,0,0,0,0,48,Food,Remain in same place
