,,,,,,,,,,,,PLACE OF ORIGIN,,,,,NATIONALITIES,,,SHELTER CATEGORY,,,,,,,,TOP PRIORITY NEED,RETURN INTENTIONS
INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION (PAYING RENT),SHELTER CATEGORY: IN ABANDONED BUILDINGS/Improvised Shelters/NO RENT,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS/NO RENT,SHELTER CATEGORY: GATHERING SITES (INFORMAL SETTLEMENTS OR OPEN AREA),SHELTER CATEGORY: UNKNOWN,TOTAL,,
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Hai Dar Elsalam,Urban,Neighbourhood,405,81,Khartoum,SD01,SD01002,Um Bada,,405,0,405,0,48,33,0,0,0,0,81,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Almurbaat,Urban,Neighbourhood,395,79,Khartoum,SD01,SD01003,Bahri,,395,0,395,0,40,39,0,0,0,0,79,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Almurbaat,Urban,Neighbourhood,370,74,Khartoum,SD01,SD01007,Khartoum,,370,0,370,0,74,0,0,0,0,0,74,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Hai Alabbasiya,Urban,Neighbourhood,390,78,Khartoum,SD01,SD01003,Bahri,,390,0,390,0,78,0,0,0,0,0,78,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Hai Alabbasiya,Urban,Neighbourhood,380,76,Khartoum,SD01,SD01007,Khartoum,,380,0,380,0,76,0,0,0,0,0,76,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alghadar,Rural,Village,390,78,Khartoum,SD01,SD01006,Um Durman,,390,0,390,0,78,0,0,0,0,0,78,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alghadar,Rural,Village,380,76,Khartoum,SD01,SD01002,Um Bada,,380,0,380,0,76,0,0,0,0,0,76,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Kumi,Rural,Village,400,80,Khartoum,SD01,SD01004,Sharg An Neel,,400,0,400,0,80,0,0,0,0,0,80,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Kumi,Rural,Village,395,79,Khartoum,SD01,SD01002,Um Bada,,395,0,395,0,79,0,0,0,0,0,79,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Dambo,Rural,Village,390,78,Khartoum,SD01,SD01007,Khartoum,,390,0,390,0,78,0,0,0,0,0,78,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Dambo,Rural,Village,380,76,Khartoum,SD01,SD01003,Bahri,,380,0,380,0,76,0,0,0,0,0,76,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Salgy,Rural,Village,400,80,Khartoum,SD01,SD01003,Bahri,,400,0,400,0,80,0,0,0,0,0,80,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Salgy,Rural,Village,345,69,Khartoum,SD01,SD01007,Khartoum,,345,0,345,0,69,0,0,0,0,0,69,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alkhandag,Rural,Village,375,75,Khartoum,SD01,SD01002,Um Bada,,375,0,375,0,75,0,0,0,0,0,75,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alkhandag,Rural,Village,370,74,Khartoum,SD01,SD01006,Um Durman,,370,0,370,0,74,0,0,0,0,0,74,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Shabtot Gebly,Rural,Village,535,107,Khartoum,SD01,SD01007,Khartoum,,535,0,535,0,107,0,0,0,0,0,107,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Shabtot Gebly,Rural,Village,525,105,Khartoum,SD01,SD01006,Um Durman,,525,0,525,0,105,0,0,0,0,0,105,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Shabtot Bahri,Rural,Village,565,113,Khartoum,SD01,SD01002,Um Bada,,565,0,565,0,113,0,0,0,0,0,113,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Sally,Rural,Village,545,109,Khartoum,SD01,SD01007,Khartoum,,545,0,545,0,109,0,0,0,0,0,109,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Sorry,Rural,Village,560,112,Khartoum,SD01,SD01003,Bahri,,560,0,560,0,112,0,0,0,0,0,112,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Sorry,Rural,Village,550,110,Khartoum,SD01,SD01006,Um Durman,,550,0,550,0,110,0,0,0,0,0,110,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Shamal,Rural,Village,465,93,Khartoum,SD01,SD01007,Khartoum,,465,0,465,0,93,0,0,0,0,0,93,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Shamal,Rural,Village,450,90,Khartoum,SD01,SD01003,Bahri,,450,0,450,0,90,0,0,0,0,0,90,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Shamal,Rural,Village,420,84,Khartoum,SD01,SD01006,Um Durman,,420,0,420,0,84,0,0,0,0,0,84,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Wasat,Rural,Village,460,92,Khartoum,SD01,SD01007,Khartoum,,460,0,460,0,92,0,0,0,0,0,92,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Wasat,Rural,Village,445,89,Khartoum,SD01,SD01003,Bahri,,445,0,445,0,89,0,0,0,0,0,89,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Wasat,Rural,Village,435,87,Khartoum,SD01,SD01006,Um Durman,,435,0,435,0,87,0,0,0,0,0,87,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Ganoub,Rural,Village,445,89,Khartoum,SD01,SD01007,Khartoum,,445,0,445,0,89,0,0,0,0,0,89,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Ganoub,Rural,Village,480,96,Khartoum,SD01,SD01002,Um Bada,,480,0,480,0,96,0,0,0,0,0,96,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Ganoub,Rural,Village,430,86,Khartoum,SD01,SD01006,Um Durman,,430,0,430,0,86,0,0,0,0,0,86,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Mulowad,Rural,Village,405,81,Khartoum,SD01,SD01002,Um Bada,,405,0,405,0,81,0,0,0,0,0,81,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Mulowad,Rural,Village,395,79,Khartoum,SD01,SD01006,Um Durman,,395,0,395,0,79,0,0,0,0,0,79,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Umkrabeeg,Rural,Village,400,80,Khartoum,SD01,SD01007,Khartoum,,400,0,400,0,80,0,0,0,0,0,80,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Umkrabeeg,Rural,Village,370,74,Khartoum,SD01,SD01003,Bahri,,370,0,370,0,74,0,0,0,0,0,74,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alzraeeib,Rural,Village,385,77,Khartoum,SD01,SD01007,Khartoum,,385,0,385,0,77,0,0,0,0,0,77,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Romi Albakri,Rural,Village,600,120,Khartoum,SD01,SD01006,Um Durman,,600,0,600,0,120,0,0,0,0,0,120,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Romi Albakri,Rural,Village,560,112,Khartoum,SD01,SD01002,Um Bada,,560,0,560,0,112,0,0,0,0,0,112,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Romi Albakri,Rural,Village,500,100,Khartoum,SD01,SD01003,Bahri,,500,0,500,0,100,0,0,0,0,0,100,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Shamal,Rural,Village,530,106,Khartoum,SD01,SD01006,Um Durman,,530,0,530,0,106,0,0,0,0,0,106,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Shamal,Rural,Village,390,78,Khartoum,SD01,SD01004,Sharg An Neel,,390,0,390,0,78,0,0,0,0,0,78,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Wasat,Rural,Village,380,76,Khartoum,SD01,SD01007,Khartoum,,380,0,380,0,76,0,0,0,0,0,76,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Wasat,Rural,Village,370,74,Khartoum,SD01,SD01003,Bahri,,370,0,370,0,74,0,0,0,0,0,74,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Mazad,Rural,Village,390,78,Khartoum,SD01,SD01007,Khartoum,,390,0,390,0,78,0,0,0,0,0,78,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Mazad,Rural,Village,370,74,Khartoum,SD01,SD01003,Bahri,,370,0,370,0,74,0,0,0,0,0,74,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Salnarti,Rural,Village,380,76,Khartoum,SD01,SD01006,Um Durman,,380,0,380,0,76,0,0,0,0,0,76,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Salnarti,Rural,Village,375,75,Khartoum,SD01,SD01003,Bahri,,375,0,375,0,75,0,0,0,0,0,75,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alkeliowa,Rural,Village,375,75,Khartoum,SD01,SD01006,Um Durman,,375,0,375,0,75,0,0,0,0,0,75,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alkeliowa,Rural,Village,370,74,Khartoum,SD01,SD01002,Um Bada,,370,0,370,0,74,0,0,0,0,0,74,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alnourab,Rural,Village,375,75,Khartoum,SD01,SD01002,Um Bada,,375,0,375,0,75,0,0,0,0,0,75,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Alnourab,Rural,Village,370,74,Khartoum,SD01,SD01007,Khartoum,,370,0,370,0,74,0,0,0,0,0,74,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Baslaan,Rural,Village,415,83,Khartoum,SD01,SD01007,Khartoum,,415,0,415,0,83,0,0,0,0,0,83,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Baslaan,Rural,Village,380,76,Khartoum,SD01,SD01006,Um Durman,,380,0,380,0,76,0,0,0,0,0,76,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Al Ghadar,Rural,Village,475,95,Khartoum,SD01,SD01003,Bahri,,475,0,475,0,95,0,0,0,0,0,95,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Al Ghadar,Rural,Village,425,85,Khartoum,SD01,SD01007,Khartoum,,425,0,425,0,85,0,0,0,0,0,85,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Lati Section 1,Rural,Village,380,76,Khartoum,SD01,SD01006,Um Durman,,380,0,380,0,76,0,0,0,0,0,76,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Lati Section 1,Rural,Village,365,73,Khartoum,SD01,SD01002,Um Bada,,365,0,365,0,73,0,0,0,0,0,73,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Lati Section 2,Rural,Village,390,78,Khartoum,SD01,SD01007,Khartoum,,390,0,390,0,78,0,0,0,0,0,78,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Lati Section 2,Rural,Village,380,76,Khartoum,SD01,SD01003,Bahri,,380,0,380,0,76,0,0,0,0,0,76,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Lati Section 4,Rural,Village,400,80,Khartoum,SD01,SD01002,Um Bada,,400,0,400,0,80,0,0,0,0,0,80,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Lati Section 4,Rural,Village,370,74,Khartoum,SD01,SD01006,Um Durman,,370,0,370,0,74,0,0,0,0,0,74,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Amantago,Rural,Village,520,104,Khartoum,SD01,SD01007,Khartoum,,520,0,520,0,104,0,0,0,0,0,104,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Amantago,Rural,Village,400,80,Khartoum,SD01,SD01003,Bahri,,400,0,400,0,80,0,0,0,0,0,80,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Amantago,Rural,Village,380,76,Khartoum,SD01,SD01006,Um Durman,,380,0,380,0,76,0,0,0,0,0,76,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Nawa Shamal,Rural,Village,495,99,Khartoum,SD01,SD01003,Bahri,,495,0,495,0,99,0,0,0,0,0,99,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Nawa Shamal,Rural,Village,455,91,Khartoum,SD01,SD01004,Sharg An Neel,,455,0,455,0,91,0,0,0,0,0,91,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Nawa Shamal,Rural,Village,350,70,Khartoum,SD01,SD01007,Khartoum,,350,0,350,0,70,0,0,0,0,0,70,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Nawa Ganoub,Rural,Village,400,80,Khartoum,SD01,SD01007,Khartoum,,400,0,400,0,80,0,0,0,0,0,80,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Nawa Ganoub,Rural,Village,395,79,Khartoum,SD01,SD01003,Bahri,,395,0,395,0,79,0,0,0,0,0,79,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Nawa Wasat,Rural,Village,420,84,Khartoum,SD01,SD01002,Um Bada,,420,0,420,0,84,0,0,0,0,0,84,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Nawa Wasat,Rural,Village,350,70,Khartoum,SD01,SD01006,Um Durman,,350,0,350,0,70,0,0,0,0,0,70,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Kadakol,Rural,Village,410,82,Khartoum,SD01,SD01006,Um Durman,,410,0,410,0,82,0,0,0,0,0,82,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Kadakol,Rural,Village,360,72,Khartoum,SD01,SD01003,Bahri,,360,0,360,0,72,0,0,0,0,0,72,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Arab Haj,Rural,Village,350,70,Khartoum,SD01,SD01006,Um Durman,,350,0,350,0,70,0,0,0,0,0,70,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Arab Haj,Rural,Village,320,64,Khartoum,SD01,SD01004,Sharg An Neel,,320,0,320,0,64,0,0,0,0,0,64,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Almugawda,Rural,Village,335,67,Khartoum,SD01,SD01007,Khartoum,,335,0,335,0,67,0,0,0,0,0,67,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17018,Al Golid,Almugawda,Rural,Village,330,66,Khartoum,SD01,SD01006,Um Durman,,330,0,330,0,66,0,0,0,0,0,66,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Hussein Narti,Rural,Village,770,154,Khartoum,SD01,SD01007,Khartoum,,770,0,770,0,154,0,0,0,0,0,154,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Hussein Narti,Rural,Village,715,143,Khartoum,SD01,SD01003,Bahri,,715,0,715,0,143,0,0,0,0,0,143,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Hussein Narti,Rural,Village,640,128,Khartoum,SD01,SD01006,Um Durman,,640,0,640,0,128,0,0,0,0,0,128,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Ganati,Rural,Village,1370,274,Khartoum,SD01,SD01003,Bahri,,1370,0,1370,0,274,0,0,0,0,0,274,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Ganati,Rural,Village,1275,255,Khartoum,SD01,SD01007,Khartoum,,1275,0,1275,0,255,0,0,0,0,0,255,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Ganati,Rural,Village,1180,236,Khartoum,SD01,SD01006,Um Durman,,1180,0,1180,0,236,0,0,0,0,0,236,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Ganati,Rural,Village,1090,218,Khartoum,SD01,SD01004,Sharg An Neel,,1090,0,1090,0,218,0,0,0,0,0,218,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Ganati,Rural,Village,1035,207,Khartoum,SD01,SD01002,Um Bada,,1035,0,1035,0,207,0,0,0,0,0,207,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Wadi Areis,Rural,Village,770,154,Khartoum,SD01,SD01006,Um Durman,,770,0,770,0,154,0,0,0,0,0,154,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Mansour Koti,Rural,Village,1370,274,Khartoum,SD01,SD01003,Bahri,,1370,0,1370,0,274,0,0,0,0,0,274,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Mansour Koti,Rural,Village,1310,262,Khartoum,SD01,SD01007,Khartoum,,1310,0,1310,0,262,0,0,0,0,0,262,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Mansour Koti,Rural,Village,1250,250,Khartoum,SD01,SD01006,Um Durman,,1250,0,1250,0,250,0,0,0,0,0,250,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Mansour Koti,Rural,Village,1155,231,Khartoum,SD01,SD01004,Sharg An Neel,,1155,0,1155,0,231,0,0,0,0,0,231,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Mansour Koti,Rural,Village,1115,223,Khartoum,SD01,SD01002,Um Bada,,1115,0,1115,0,223,0,0,0,0,0,223,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Abu Dom,Rural,Village,1000,200,Khartoum,SD01,SD01007,Khartoum,,1000,0,1000,0,200,0,0,0,0,0,200,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Abu Dom,Rural,Village,965,193,Khartoum,SD01,SD01006,Um Durman,,965,0,965,0,193,0,0,0,0,0,193,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Abu Dom,Rural,Village,925,185,Khartoum,SD01,SD01003,Bahri,,925,0,925,0,185,0,0,0,0,0,185,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Abu Dom,Rural,Village,870,174,Khartoum,SD01,SD01004,Sharg An Neel,,870,0,870,0,174,0,0,0,0,0,174,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Alhamadab,Rural,Village,1125,225,Khartoum,SD01,SD01003,Bahri,,1125,0,1125,0,225,0,0,0,0,0,225,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Alhamadab,Rural,Village,1055,211,Khartoum,SD01,SD01007,Khartoum,,1055,0,1055,0,211,0,0,0,0,0,211,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Alhamadab,Rural,Village,1040,208,Khartoum,SD01,SD01006,Um Durman,,1040,0,1040,0,208,0,0,0,0,0,208,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Alhamadab,Rural,Village,890,178,Khartoum,SD01,SD01004,Sharg An Neel,,890,0,890,0,178,0,0,0,0,0,178,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Alhamadab,Rural,Village,870,174,Khartoum,SD01,SD01002,Um Bada,,870,0,870,0,174,0,0,0,0,0,174,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Goshabi,Rural,Village,1555,311,Khartoum,SD01,SD01007,Khartoum,,1555,0,1555,0,311,0,0,0,0,0,311,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Goshabi,Rural,Village,1515,303,Khartoum,SD01,SD01003,Bahri,,1515,0,1515,0,303,0,0,0,0,0,303,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,Northern,SD17,SD17019,Ad Dabbah,Goshabi,Rural,Village,1370,274,Khartoum,SD01,SD01006,Um Durman,,1370,0,1370,0,274,0,0,0,0,0,274,Food,Return to location of origin
